v1,v2,,,
NOT SPAM,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,,,
NOT SPAM,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",,,
NOT SPAM,Yo you around? A friend of mine's lookin to pick up later tonight,,,
NOT SPAM,Stupid auto correct on my phone,,,
NOT SPAM,Double eviction this week - Spiral and Michael and good riddance to them!,,,
NOT SPAM,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\"""," Gud night....""",,
NOT SPAM,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",,,
NOT SPAM,Buy one egg for me da..please:),,,
NOT SPAM,Have you started in skye,,,
NOT SPAM,Have you bookedthe hut? And also your time off? How are you by the way?,,,
NOT SPAM,And several to you sir.,,,
NOT SPAM,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,,,
NOT SPAM,I'm at home. Please call,,,
NOT SPAM,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,,,
NOT SPAM,Now only i reached home. . . I am very tired now. . I will come tomorro,,,
SPAM,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,,,
SPAM,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
NOT SPAM,Life style garments account no please.,,,
NOT SPAM,Lol wtf random. Btw is that your lunch break,,,
NOT SPAM,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",,,
NOT SPAM,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",,,
NOT SPAM,Detroit. The home of snow. Enjoy it.,,,
SPAM,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,,,
NOT SPAM,Okie...,,,
NOT SPAM,"Aight, I'm chillin in a friend's room so text me when you're on the way",,,
NOT SPAM,Is toshiba portege m100 gd?,,,
NOT SPAM,Well welp is sort of a semiobscure internet thing,,,
SPAM,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,,,
SPAM,"accordingly. I repeat, just text the word ok on your mobile phone and send",,,
NOT SPAM,Loosu go to hospital. De dont let it careless.,,,
NOT SPAM,How much for an eighth?,,,
NOT SPAM,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,,,
NOT SPAM,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",,,
NOT SPAM,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,,,
NOT SPAM,"How about clothes, jewelry, and trips?",,,
SPAM,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,,,
NOT SPAM,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,,,
SPAM,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,,
NOT SPAM,I am late. I will be there at,,,
NOT SPAM,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,,,
NOT SPAM,Are you plans with your family set in stone ?,,,
NOT SPAM,Pls dont forget to study,,,
NOT SPAM,You'll never believe this but i have actually got off at taunton. Wow,,,
NOT SPAM,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",,,
NOT SPAM,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,,,
NOT SPAM, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,,,
NOT SPAM,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,,,
NOT SPAM,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,,,
NOT SPAM,Hey so whats the plan this sat? ,,,
NOT SPAM,Beauty sleep can help ur pimples too.,,,
NOT SPAM,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,,,
SPAM,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
NOT SPAM,Where to get those?,,,
NOT SPAM,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",,,
NOT SPAM,Ball is moving a lot.will spin in last :)so very difficult to bat:),,,
NOT SPAM,Haiyoh... Maybe your NOT SPAMster was jealous of million,,,
NOT SPAM,Can you please send me my aunty's number,,,
NOT SPAM,I'm glad. You are following your dreams.,,,
NOT SPAM,I've reached home finally...,,,
SPAM,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",,,
SPAM,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,,,
NOT SPAM,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",,,
NOT SPAM,U can call now...,,,
NOT SPAM,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",,,
NOT SPAM,Yes. I come to nyc for audiitions and am trying to relocate.,,,
NOT SPAM,I pocked you up there before,,,
NOT SPAM,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,,,
NOT SPAM,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),,,
NOT SPAM,Hey mr whats the name of that bill brison book the one about language and words ,,,
NOT SPAM,"Okay, good, no problem, and thanx!",,,
NOT SPAM,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",,,
NOT SPAM,Call me when u're done...,,,
NOT SPAM,G.W.R,,,
NOT SPAM,You best watch what you say cause I get drunk as a motherfucker,,,
SPAM,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,,,
SPAM,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,,,
SPAM,Please CALL 08712402578 immediately as there is an urgent message waiting for you,,,
SPAM,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,,,
SPAM,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
NOT SPAM,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,,,
NOT SPAM,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",,,
NOT SPAM,Are there TA jobs available? Let me know please cos i really need to start working,,,
NOT SPAM,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,,,
NOT SPAM,Yup i'm free...,,,
NOT SPAM,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",,,
NOT SPAM,Yo come over carlos will be here soon,,,
NOT SPAM,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,,,
NOT SPAM,I guess it is useless calling u 4 something important.,,,
NOT SPAM,Ha ha - had popped down to the loo when you hello-ed me. Hello!,,,
NOT SPAM,He dint tell anything. He is angry on me that why you told to abi.,,,
SPAM,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,,,
NOT SPAM,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,,,
NOT SPAM,I keep ten rs in my shelf:) buy two egg.,,,
NOT SPAM,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",,,
NOT SPAM,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,,,
NOT SPAM,Captain is in our room:),,,
NOT SPAM,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",,,
NOT SPAM,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,,,
NOT SPAM,S...i will take mokka players only:),,,
NOT SPAM,Are you still playing with gautNOT SPAM?,,,
NOT SPAM,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,,,
NOT SPAM,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",,,
NOT SPAM,Sorry . I will be able to get to you. See you in the morning.,,,
NOT SPAM,Aight well keep me informed,,,
NOT SPAM,I am not having her number sir,,,
NOT SPAM,Am only searching for good dual sim mobile pa.,,,
NOT SPAM,That seems unnecessarily hostile,,,
NOT SPAM,Dude got a haircut. Now its breezy up there,,,
SPAM,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",,,
NOT SPAM,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),,,
NOT SPAM,i thought we were doing a king of the hill thing there.,,,
NOT SPAM,Nope i'll come online now..,,,
NOT SPAM,ALSO TELL HIM I SAID HAPPY BIRTHDAY,,,
NOT SPAM,Y bishan lei... I tot Ì_ say lavender? ,,,
NOT SPAM,Boo what time u get out? U were supposed to take me shopping today. :(,,,
NOT SPAM,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",,,
NOT SPAM,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",,,
NOT SPAM,on a Tuesday night r u 4 real,,,
NOT SPAM,Yes when is the appt again?,,,
NOT SPAM,Just got outta class gonna go gym.,,,
NOT SPAM,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,
NOT SPAM,ÌÏ all write or wat..,,,
NOT SPAM,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,,,
NOT SPAM,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,,,
NOT SPAM,Hi:)did you asked to waheeda fathima about leave?,,,
NOT SPAM,Enjoy urself tmr...,,,
NOT SPAM,You still around? I could use a half-8th,,,
SPAM,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,,,
NOT SPAM,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,,,
NOT SPAM,ÌÏ bot notes oredi... Cos i juz rem i got...,,,
NOT SPAM,Yes. Rent is very expensive so its the way we save.,,,
NOT SPAM,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
NOT SPAM,Hows the pain dear?y r u smiling?,,,
NOT SPAM,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",,,
SPAM,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,,,
NOT SPAM,"Sorry, I can't help you on this.",,,
NOT SPAM,Great. So should i send you my account number.,,,
NOT SPAM,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",,,
SPAM,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",,,
NOT SPAM,ÌÏ only send me the contents page...,,,
NOT SPAM,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",,,
NOT SPAM,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",,,
NOT SPAM,"I can't right this second, gotta hit people up first",,,
NOT SPAM,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",,,
NOT SPAM,So what about you. What do you remember,,,
NOT SPAM,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,,,
NOT SPAM,Mm yes dear look how i am hugging you both. :-P,,,
NOT SPAM,I like dis sweater fr mango but no more my size already so irritating.,,,
NOT SPAM,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,,,
NOT SPAM,Anytime lor...,,,
SPAM,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,,,
NOT SPAM,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
SPAM,"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",,,
NOT SPAM,Me fine..absolutly fine,,,
NOT SPAM,K and you're sure I don't have to have consent forms to do it :V,,,
SPAM,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,,,
